Index,ari,name,verse,title
59,1:4:7,Canticle 4:7,"First let the birds, with painted | plumage gay, 
| exalt their great Creator's | praise, and say | 
Halle- | lujah, | Halle- | lujah.",CANTEMUS CUNCTI
60,1:4:8,Canticle 4:8,"Then let the beasts of earth, with | varying strain, 
| join in creation's hymn, and | cry again | Halle-1 lujah, 
| Halle- | lujah.",CANTEMUS CUNCTI
61,1:4:9,Canticle 4:9,"Here let the mountains thunder forth 
son- | orous | Halle- | lujah. | There let 
the valleys sing in gentler | chorus | Halle- | lujah.",CANTEMUS CUNCTI
62,1:4:10,Canticle 4:10,"Thou jubilant abyss of | ocean, cry | Halle- | lujah. 
| Ye tracts of earth and conti- | nents, reply | Halle- | lujah.",CANTEMUS CUNCTI
63,1:4:11,Canticle 4:11,"To God, who all cre-| ation made, | 
the frequent hymn be | duly paid : 
| Halle- | lujah, | Halle- | lujah.",CANTEMUS CUNCTI
64,1:4:12,Canticle 4:12,"This is the strain, the eternal strain, 
the Lord Al- | mighty loves : | Halle- | lujah. | 
This is the song, the heavenly song, 
that Christ the | King approves : | Halle- | lujah.",CANTEMUS CUNCTI
65,1:4:13,Canticle 4:13,"Wherefore we sing, both heart and voice a- | waking, 
| Halle-| lujah. | And children's voices echo, 
answer | making, | Halle- | lujah.",CANTEMUS CUNCTI
66,1:4:14,Canticle 4:14,"Now from all men | be outpoured | 
Hallelujah | to the Lord; | with Hallelujah 
| evermore I the Son and Spirit | we adore.",CANTEMUS CUNCTI
67,1:5:1,Canticle 5:1,"BLESSED be the Lord | God of  | Israel : 
for   He   hath   visited, | and re- | deemed His | people;",BENEDICTUS
68,1:5:2,Canticle 5:2,"And hath raised up a mighty sal- | vation | for us : 
in the | house of His | servant | David;",BENEDICTUS
69,1:5:3,Canticle 5:3,"As He spake by the mouth of His | holy | prophets : 
which have been | since the | world be- | gan;",BENEDICTUS
70,1:5:4,Canticle 5:4,"That we should be | saved from our | enemies : 
and from the | hands of | all that | hate us;",BENEDICTUS
71,1:5:5,Canticle 5:5,"To perform the mercy promised-to our forefathers,
and to remem-ber His | holy | Covenant:",BENEDICTUS
72,1:5:6,Canticle 5:6,"To perform the oath which He sware to our forefather 
| Abraham that | He would | give us;",BENEDICTUS
73,1:5:7,Canticle 5:7,"That we being delivered out of-the hand of our enemies, 
might serve | Him without | fear :",BENEDICTUS
74,1:5:8,Canticle 5:8,"In holiness and righteousness before Him | 
all the | days of our | life.",BENEDICTUS
75,1:5:9,Canticle 5:9,"And thou, child, shalt be called the 
| Prophet of the | Highest : for thou shalt 
go before the face of the | Lord to pre- | pare His | ways;",BENEDICTUS
76,1:5:10,Canticle 5:10,"To give knowledge of salvation | unto His | people : 
for the re- | mission | of their | sins,",BENEDICTUS
77,1:5:11,Canticle 5:11,"Through the tender | mercy of our | God : 
whereby the day-spring from on | high hath | visited | us;",BENEDICTUS
78,1:6:1,Canticle 6:1,"O BE joyful in the | Lord, all ye | lands : 
serve   the  Lord   with gladness.and come before 
His | presence | with a | song.",JUBILATE DEO
79,1:6:2,Canticle 6:2,"Be ye sure that the | Lord He is | God : 
it is He that hath made us, and not we ourselves; 
we are His | people, and the | sheep of His | pasture.",JUBILATE DEO
80,1:6:3,Canticle 6:3,"O go your way into His gates with thanksgiving, 
and into His | courts with | praise ; 
be thankful unto | Him, and speak | good of His | name.",JUBILATE DEO
81,1:7:1,Canticle 7:1,"MY   soul   doth | magnify   the | Lord : 
and  my   spirit  hath re- | Jolced in | God my | Saviour.",MAGNIFICAT
82,1:7:2,Canticle 7:2,"For | He hath re- | garded : 
the | lowliness | of  His | hand-maiden.",MAGNIFICAT
83,1:7:3,Canticle 7:3,"For be- | hold, from | henceforth : 
all gener- | ations shall | call me blessed.",MAGNIFICAT
84,1:7:4,Canticle 7:4,"For He that Is mighty hath | magnified | me : 
and | holy | is His | name.",MAGNIFICAT
85,1:7:5,Canticle 7:5,"And His mercy is on | them that | fear him : 
through-| out all | gener- | ations.",MAGNIFICAT
86,1:7:6,Canticle 7:6,"He hath showed | strength with His | arm : 
He hath scattered the proud in the 
imagin- | ation | of their | hearts.",MAGNIFICAT
87,1:7:7,Canticle 7:7,"He hath put down the mighty | from their | seat : 
and hath ex- | alted the | humble and | meek.",MAGNIFICAT
88,1:7:8,Canticle 7:8,"He hath filled the | hungry with | good things : 
and the rich He | hath sent | empty a- | way.",MAGNIFICAT
89,1:7:9,Canticle 7:9,"He re- | membering His | mercy 
hath | holpen  His | servant | Israel.",MAGNIFICAT
90,1:8:1,Canticle 8:1,"O SING unto the | Lord a new |song : 
for | He   hath    done marvellous | things.",CANTATE DOMINO
91,1:8:2,Canticle 8:2,"With His own right hand, and with His | holy | arm : 
hath He | gotten Him- | self the | victory.",CANTATE DOMINO
92,1:8:3,Canticle 8:3,"The Lord declared | His sal- | vation : 
His righteousness hath He openly showed 
In the | sight of the | heathen.",CANTATE DOMINO
93,1:8:4,Canticle 8:4,"He hath remembered His mercy and 
truth toward the | house of | Israel : 
and all the ends of the world have 
| seen the sal- | vation of our | God.",CANTATE DOMINO
94,1:8:5,Canticle 8:5,"Show yourselves joyful unto the Lord, 
all ye lands,sing, re- | joice, and give | thanks :",CANTATE DOMINO
95,1:8:6,Canticle 8:6,"Praise the Lord upon the harp: 
sing to the | harp with a | psalm of | thanksgiving.",CANTATE DOMINO
96,1:8:7,Canticle 8:7,"With trumpets | also and shawms : 
O show yourselves joyful be- | fore the | Lord the | King.",CANTATE DOMINO
97,1:8:8,Canticle 8:8,"Let the sea make a noise, 
and all that | therein | is : 
the round world, and | they that | dwell there- | in.",CANTATE DOMINO
98,1:8:9,Canticle 8:9,"Let the floods | clap their | hands and 
let the hills be Joyful to- | gether be- | fore the | Lord. 
For He cometh to | judge the | earth :",CANTATE DOMINO
99,1:9:1,Canticle 9:1,"GOD be merciful unto | us, and | bless  us : and  show  us   the light of  His countenance, and be | merciful | unto | us :",DEUS MISEREATUR
100,1:9:2,Canticle 9:2,That Thy way may be | known upon | earth : Thy saving | health a- | mong all | nations.,DEUS MISEREATUR
101,1:9:3,Canticle 9:3,"Let the people praise | Thee, O | God : yea, let | all the | people | praise Thee.",DEUS MISEREATUR
102,1:9:4,Canticle 9:4,"O let the nations re- | Jolce and be | glad : for Thou shalt Judge the folk righteously , and | govern the | nations upon | earth.",DEUS MISEREATUR
103,1:9:5,Canticle 9:5,"Let the people praise | Thee, O | God : yea, let | all the | people | praise Thee.",DEUS MISEREATUR
104,1:9:6,Canticle 9:6,"Then shall the earth bring | forth her | Increase : and God, even our own | God, shall | give us His | blessing.",DEUS MISEREATUR
105,1:10:1,Canticle 10:1,"LORD, now lettest Thou 
Thy servant de- | part  in | peace! 
ac- | cording | to Thy | word.",NUNC DIMITTIS
106,1:10:2,Canticle 10:2,For   mine  eyes   have | seen  Thy sal-| vation:,NUNC DIMITTIS
107,1:10:3,Canticle 10:3,"Which Thou hast prepared be-| 
fore the | face of all | people;",NUNC DIMITTIS
108,1:11:1,Canticle 11:1,"O SAVIOUR of the  world, the Son, Lord Jesus : 
Stir up Thy strength  and  help  us,   we humbly beseech Thee.",SALVATOR MUNDI
109,1:11:2,Canticle 11:2,"By Thy Cross and precious blood Thou hast redeemed us : 
Save us and help us, we humbly beseech Thee.",SALVATOR MUNDI
110,1:11:3,Canticle 11:3,"Thou didst save Thy disciples when ready to perish : 
Hear us and save us, we humbly beseech Thee.",SALVATOR MUNDI
111,1:11:4,Canticle 11:4,"Let the pitlfulness of Thy great mercy : 
Loose us from our sins, we humbly beseech Thee.",SALVATOR MUNDI
112,1:11:5,Canticle 11:5,"Make It appear that Thou art our Saviour and mighty Deliverer : 
O save us, that we may praise Thee, we humbly beseech Thee.",SALVATOR MUNDI
113,1:11:6,Canticle 11:6,"Draw near, according to 
Thy promise from the throne of Thy glory : 
Look down and hear our crying, we humbly beseech Thee.",SALVATOR MUNDI
114,1:11:7,Canticle 11:7,"Come again, and dwell with us, O Lord Christ Jesus : 
Abide with us forever, we humbly beseech Thee.",SALVATOR MUNDI
115,1:11:8,Canticle 11:8,"And when Thou shalt appear with power and great glory : 
May we be made like unto Thee in Thy glorious kingdom.",SALVATOR MUNDI
116,1:12:1,Canticle 12:1,"LIFT  up  your  hearts : 
We  lift them up unto the Lord.",SURSUM  CORDA
117,1:12:2,Canticle 12:2,"Let us give thanks unto the Lord our God : 
It Is meet and right so to do.",SURSUM  CORDA
118,1:12:3,Canticle 12:3,"It is very meet, right and our bounden duty : 
That we should at all times and in all places
give thanks unto Thee, O Lord,",SURSUM  CORDA
119,1:12:4,Canticle 12:4,"Holy Father : Almighty, Everlast¬ing God.",SURSUM  CORDA
120,1:12:5,Canticle 12:5,"Therefore with angels and arch¬angels : 
And with all the company of heaven,",SURSUM  CORDA
121,1:12:6,Canticle 12:6,"We laud and magnify Thy glorious name : 
evermore praising Thee and saying,",SURSUM  CORDA
122,1:12:7,Canticle 12:7,"Holy, holy, holy : Lord God of hosts.",SURSUM  CORDA
123,1:13:1,Canticle 13:1,"GLORY be to God  on  high :
And in earth peace, goodwill towards men.",GLORIA  IN  EXCELSIS
124,1:13:2,Canticle 13:2,"We praise Thee, we bless Thee, we worship Thee : 
We glorify Thee, we give thanks to Thee for Thy great glory.",GLORIA  IN  EXCELSIS
125,1:13:3,Canticle 13:3,"O Lord God, heavenly King : 
God the Father Almighty.",GLORIA  IN  EXCELSIS
126,1:13:4,Canticle 13:4,"O Lord, the only begotten Son, Jesus Christ : 
O Lord God, Lamb of God, Son of the Father, 
that takest away the sins of the world, have mercy upon us.",GLORIA  IN  EXCELSIS
127,1:13:5,Canticle 13:5,"Thou that takest away the sins of the world : 
have mercy upon us.",GLORIA  IN  EXCELSIS
128,1:13:6,Canticle 13:6,"Thou that takest away the sins of the world, 
receive our prayer : Thou that sittest at the 
right hand of God the Father, have mercy upon us.",GLORIA  IN  EXCELSIS
129,1:13:7,Canticle 13:7,For Thou only art holy : Thou only art the Lord.,GLORIA  IN  EXCELSIS
130,1:14:1,Canticle 14:1,"O LAMB of God, that takest
away the sins of the world ;
Have mercy upon us.",AGNUS DEI
131,1:14:2,Canticle 14:2,"O Lamb of God, that takest away 
the sins of the world : 
Have mercy upon us.",AGNUS DEI
132,1:15:1,Canticle 15:1,"BLESSED is the man that walketh not in the 
counsel of the ungodly, nor standeth in the 
way of | sinners : nor | sitteth in the seat of the | scornful.",PSALM 1
133,1:15:2,Canticle 15:2,"But his delight is in the | law of the | Lord : 
and in His law doth he | meditate | day and | night.",PSALM 1
134,1:15:3,Canticle 15:3,"And he shall be like a tree planted by the rivers of water,
that bringeth forth his | fruit in his | season : 
his leaf also shall not wither; and whatso- |
ever he | doeth shall | prosper.",PSALM 1
135,1:15:4,Canticle 15:4,"The un- | godly are | not so : but are like the 
|chaff which the | wind driveth a- | way.",PSALM 1
136,1:15:5,Canticle 15:5,"Therefore the ungodly shall not | stand in the | Judgement : 
nor sinners in the | congregation | of the | righteous.",PSALM 1
137,1:16:1,Canticle 16:1,"WHY do the | heathen | rage :
and  the | people  im- | agine a | vain thing?",PSALM 2
138,1:16:2,Canticle 16:2,"The kings of the earth set themselves,
and the rulers take | counsel to- | gether : 
against the Lord, and a- | gainst His An- | ointed | saying,",PSALM 2
139,1:16:3,Canticle 16:3,"Let us break their | bands a- | sunder : 
and | cast a-| way their | cords from us.",PSALM 2
140,1:16:4,Canticle 16:4,"He that sitteth in the | heavens shall | laugh : 
the Lord shall | have them | in de- | rislon.

5.Then shall He speak unto them | In His | wrath : 
and vex them | in His | sore dis- | pleasure.",PSALM 2
141,1:16:6,Canticle 16:6,Yet have I | set my | King : upon my | holy | hill of | Zion.,PSALM 2
142,1:16:7,Canticle 16:7,"I will declare the decree, the Lord hath | said unto | me : 
Thou art My Son, this | day have | I be- | gotten thee.",PSALM 2
143,1:16:8,Canticle 16:8,"Ask of Me, and I shall give thee the heathen 
for | thine in- | heri-tance : and the uttermost parts 
of the | earth for | thy pos- | session.",PSALM 2
144,1:16:9,Canticle 16:9,"Be wise now therefore, O ye kings, be Instructed, 
ye | judges of the | earth :",PSALM 2
145,1:16:10,Canticle 16:10,Serve the Lord with | fear and re- | joice with | trembling.,PSALM 2
146,1:17:1,Canticle 17:1,"GiVE ear to my | words, Lord : 
con- | sider my | medi- |tation.",PSALM 5
147,1:17:2,Canticle 17:2,"Hearken unto the voice of my cry, 
my | King, and my | God : 
for | unto Thee | will I | pray.",PSALM 5
148,1:17:3,Canticle 17:3,"My voice shalt Thou hear in the | morning, O | Lord : 
in the morning will I direct my prayer unto Thee, 
and | will look | up.",PSALM 5
149,1:17:4,Canticle 17:4,"For Thou art not a God that hath 
| pleasure in | wickedness : neither 
shall | evil | dwell with | Thee.",PSALM 5
150,1:17:5,Canticle 17:5,"The foolish shall not | stand In Thy | sight : 
Thou 1 hatest all | workers of in- | iquity.",PSALM 5
151,1:17:6,Canticle 17:6,"But as for me, I will come into 
Thy house in the multitude | of Thy | mercy : 
and in Thy fear will I wor-ship 
| toward Thy | holy | temple.",PSALM 5
152,1:17:7,Canticle 17:7,"Lead me, O Lord, in Thy righteousness 
be- | cause of mine | enemies : make 
Thy way | straight be- | fore my | face.",PSALM 5
153,1:17:8,Canticle 17:8,"Let all those that put their trust in | Thee re- | Joice : 
let them ever shout  for   Joy,   because  Thou  de-fendest them: 
let them also that love Thy | name be | joyful in | Thee.",PSALM 5
154,1:18:1,Canticle 18:1,"O LORD our Lord, how excellent
is   Thy | name    in   all   the earth : 
who hast set Thy | glory a- | bove the | heavens.",PSALM 8
155,1:18:2,Canticle 18:2,"Out of the mouth of babes and sucklings hast 
Thou ordained strength be- | cause of thine | enemies : 
that Thou mightest still the | enemy | and the a- | venger.",PSALM 8
156,1:18:3,Canticle 18:3,"When I consider Thy heavens, the | work of Thy | fingers : 
the moon and the | stars, which | Thou hast or- | dained;",PSALM 8
157,1:18:4,Canticle 18:4,"What is man, that Thou art | mindful of | him : 
and the son of man, | that Thou | visltest | him?",PSALM 8
158,1:18:5,Canticle 18:5,"For Thou hast made him a little lower | than the | angels : 
and hast crowned | him with I glory and | honour.",PSALM 8
159,1:18:6,Canticle 18:6,"Thou madest him to have dominion over the | works of Thy | hands : 
Thou hast put | all things | under his | feet:",PSALM 8
160,1:18:7,Canticle 18:7,"All | sheep and | oxen : yea, | and the | beasts of the | field;",PSALM 8
161,1:18:8,Canticle 18:8,"The fowl of the air, and the | fish of the | sea : 
and whatsoever passeth | through the | paths of the | seas.",PSALM 8
162,1:19:1,Canticle 19:1,"LORD,   who   shall   a- | bide   to
Thy | tabernacle : who    shall |
dwell in Thy | holy | hill?",PSALM 15
163,1:19:2,Canticle 19:2,"He that walketh uprightly, and |
worketh | righteousness : 
and | speak-eth the | truth in his | heart.",PSALM 15
164,1:19:3,Canticle 19:3,"He that backbiteth not with his tongue,
nor doeth | evil to his | neighbour : 
nor taketh up a re-| proach a- | gainst his | neighbour.",PSALM 15
165,1:19:4,Canticle 19:4,"In whose eyes a vile person is contemned; 
but he honoureth them that | fear the | Lord : 
He that swear-eth to his own | hurt, and | changeth | not.",PSALM 15
166,1:20:1,Canticle 20:1,"PRESERVE | me, O | God : for in |
Thee do I | put my | trust.",PSALM 16
167,1:20:2,Canticle 20:2,"O my soul, thou hast said unto the Lord, | 
Thou art my | Lord : my goodness ex- | tendeth | not to | Thee;",PSALM 16
168,1:20:3,Canticle 20:3,"But to the saints that are | in the | earth : 
and to the excellent, in | whom is | all my de- | light.",PSALM 16
169,1:20:4,Canticle 20:4,"Their sorrows shall be multiplied that 
hasten after an- | other | god ; their 
drink offerings of blood will I not offer,
nor take up their | names in- | to my | lips.",PSALM 16
170,1:20:5,Canticle 20:5,"The Lord is the portion of mine 
inheritance and of my cup : 
Thou main- | tainest my | lot.",PSALM 16
171,1:20:6,Canticle 20:6,"The lines are fallen unto me in pleasant places,  
yea,  I | have   a |-goodly | heritage.",PSALM 16
172,1:20:7,Canticle 20:7,"I will bless the Lord, who hath | given me | counsel : 
my reins also in- | struct me | in the | night seasons.",PSALM 16
173,1:20:8,Canticle 20:8,"I have set the Lord | always be- | fore me : 
because He is at my right hand, | I shall | not be | moved.",PSALM 16
174,1:20:9,Canticle 20:9,"Therefore my heart is glad, and my | glory re- | joiceth : 
my flesh  also shall | rest  in | hope.",PSALM 16
175,1:20:10,Canticle 20:10,"For  Thou wilt not  leave  my soul in | hell 
neither wilt Thou suffer Thine | Holy One to I see cor-| ruption.",PSALM 16
176,1:21:1,Canticle 21:1,"I WILL love Thee, O | Lord, my |strength :	

2.The Lord  is my rock, and  my | fortress, and | my de- | liverer. My God, my strength, in | whom I will | trust : my buckler, 
and the horn of my sal- | vation and | my high | tower.",PSALM 18
177,1:21:3,Canticle 21:3,"I will call upon the Lord, who Is worthy | to be | praised : so shall | I be | saved from mine | enemies.",PSALM 18
178,1:21:4,Canticle 21:4,The sorrows of death | compassed | me : and the floods of ungodly | men made | me a- | friad,PSALM 18
179,1:21:5,Canticle 21:5,The sorrows of hell | coilipassed me a- | bout : the snares of | death pre- | vented | me.,PSALM 18
180,1:21:6,Canticle 21:6,"In my distress I called upon the Lord, and cried | unto my | God : He heard my voice out of His temple,and my cry came before Him, | even | into His | ears.",PSALM 18
181,1:21:7,Canticle 21:7,"Then the earth | shook and | trembled : the foundations also of the hills moved and were | shaken, be- | cause He was | wroth.",PSALM 18
182,1:21:8,Canticle 21:8,There went up a smoke | out of His | nostrils : and Are out of His mouth devoured : | coals were | kindled | by it.,PSALM 18
183,1:21:9,Canticle 21:9,"He bowed the heavens | also, and came | down : and | darkness was | under His | feet.",PSALM 18
184,1:21:10,Canticle 21:10,"And He rode upon a cherub, | and did | fly ; yea, He did | fly upon the | wings of the | wind.",PSALM 18
185,1:21:11,Canticle 21:11,He made darkness His | secret | place : His pavilion round about Him were dark waters | and thick | clouds of the | skies.,PSALM 18
186,1:21:12,Canticle 21:12,"At the brightness that was before Him His | thick clouds | passed : hall- | stones and | coals of | fire.

13.The Lord also thundered in the heavens, and the Highest | gave His | voice : hall- | stones and | coals of | fire.

14.Yea, He sent out His | arrows, and | scattered them : and He shot out | lightnings, | and dis- | comfited them.

15.Then the channels of waters were seen, and the foundations of the world were discovered at Thy re- | buke, O | Lord : at the | blast of the | breath of Thy | nostrils.",PSALM 18
187,1:21:16,Canticle 21:16,"He sent from a- | bove, He | took me : He drew me I out of 1 many | waters.",PSALM 18
188,1:21:17,Canticle 21:17,"He delivered me from my strong enemy, and from | them which | hated me : for | they were too strong for | me.",PSALM 18
189,1:21:18,Canticle 21:18,"They prevented me in the day of my calamity , but the | Lord was my | stay.",PSALM 18
190,1:22:1,Canticle 22:1,WITH the merciful Thou wilt |show Thyself | merciful : with an upright man | Thou wilt | show Thyself | upright;,PSALM 18
191,1:22:2,Canticle 22:2,With the pure Thou wilt | show Thyself | pure : and with the fro-ward | Thou wilt | show Thyself | froward.,PSALM 18
192,1:22:3,Canticle 22:3,"For Thou wilt save the afflicted people: but wilt bring | down high | looks.

4 For Thou wilt light my candle; the Lord my | God will en- | lighten my | darkness.",PSALM 18
193,1:22:5,Canticle 22:5,For by Thee I have | run through a | troop : and by my God have | I leaped | over a | wall.,PSALM 18
194,1:22:6,Canticle 22:6,"As for God, His way is perfect; the word of the | Lord Is | tried : He is a buckler to all I those that I trest In | Him.",PSALM 18
195,1:22:7,Canticle 22:7,For who is | God save the I Lord : or | who Is a I rock save our God?,PSALM 18
