Index,ari,name,verse,title
17,1:5:2,CAN 5:2,". Hom ntow No tum nye N'adom so ho ndwom:
N'atar nye ekan, No buw pretetee;
N'ebufuw tseaseanam hye senaman fua tum,
No kwan yɛ sum wɔ ehum atsaban do.","Robert Grant, 1783-1838."
18,1:5:3,CAN 5:3,". Asaase nye N'anwanwadze a wɔnnka:
Otumfo! Wo tum bɔɔ adze fi tsetse;
Nam 'mom a wɔnndan n' da etsim no pintsinn,
Na edze epo abᴐ no ho abᴐmprᴐw.","Robert Grant, 1783-1838."
19,1:5:4,CAN 5:4,". W'ayamúyie no gyirama hɛn botúm aká?
Ogú ahom wɛ wimú, ɔhyerɛn kan mu;
Ofi akoko do pem siansian sar mu,
Na ɔsɔw fénemfénem wɔ bɔw nye
nyankom mu.","Robert Grant, 1783-1838."
20,1:5:5,CAN 5:5,". Huntuma m' mbá a yɛnnkye so yɛyɛ mbérɛw,
Hɛn wérɛ hyɛ Wo mu, W'ayamúyie
mmpada;
Mbrɛ W'adom dua gow a otsim hɔ dú ewiei,
Hɛn Bɔfo, hɛn Gyefo, Pomfo na Dɔfo!","Robert Grant, 1783-1838."
21,1:5:6,CAN 5:6,". Tum a wonnsusu! Dɔ a onnyi kabea!
Mbér a abɔfo dzé enyigye tow ndwom no,
Abɔdzé adedafamú so nam hɛn mbérɛwyɛ m'
Bɔtonton Wo atow ndwom eyi W' ayaw!
				   Amen.","Robert Grant, 1783-1838."
22,1:6:1,CAN 6:1,". O SƆR Ewuradze wɔ krɔnkrɔnyɛ fɛɛfɛw mu
Kotow N'enyim, bɔ N'enyimnyam dawur; 
Fa setsie mapa ɔnye mbrɛhoadze huanhuam,
Kotow huhor No, Ne dzin nye Ewuradze.","John Samuel Bewley Monsell, 1811-75"
23,1:6:2,CAN 6:2,". Fa w'adwendwen adzesoa to N'ananadze, 
Ɔbɔsoa ama wo wɔ N'akoma mu,
Ɔbɛkyekye wo werɛ, na oetsie wo mpaabɔ, 
Na oegya w' taataa dɛ.mbrɛ oye ma w'.","John Samuel Bewley Monsell, 1811-75"
24,1:6:3,CAN 6:3,". Mma nnsuro dɛ ebɛhɛn N'abangua do hɔ, 
Dɛ ahodze a ewɔ no suar ntsi:
Afɔrbɔdze a wɔdze gu N'afɔrmbukyia do 
Nye nokwar fɛɛfɛw na ɔdɔ mapa.","John Samuel Bewley Monsell, 1811-75"
25,1:6:4,CAN 6:4,". Yinom, sɛ yɛdze ba suro na ahopopo m' mpo a, 
Ɔbɛgye wɔ dzin a ɔsorn bo no ntsi; 
Ɔbɛpepa hɛn nyinsu, ɔama yeedzi dɛw, 
Oetu hɛn suro, ɔarna hɛn awerɛhyɛm'.","John Samuel Bewley Monsell, 1811-75"
26,1:6:5,CAN 6:5,". O sɔr Ewuradze wɔ krɔnkrɔnyɛ fɛɛfɛw mu!
Kotow N'enyim, bɔ N'enyimnyam dawur;
Fa setsie mapa ɔnye mbrɛhoadze huanhuam,
Kotow huhor No, Ne dzin nye Ewuradze.
Amen.","John Samuel Bewley Monsell, 1811-75"
27,1:7:1,CAN 7:1,". HƐN akoma, nsa nye ndze
Yɛdze da nyame ase;
Ɔayɛ anwanwadze,
Wiadze dzi ho ehurusi;
Ofi hɛn na ne yamu,
Ɔdze dɔ akyɛ dze
Ehyira hɛen kwan nyina m',
Na ɔda ho yɛ hɛndze.","Martin Rinkart, 1586-1649"
28,1:7:2,CAN 7:2,". Ɔkyɛso Nyankopɔn
Ɔnka hɛn ho daa nyina,
Ɔmfa ahotɔ krɔnn,
Ɔndom hɛn akoma daa,
Ɔnkora hɛn N'adom mu,
Ongya hɛn nkɔntɔnkye m',
Na ɔmpa hɛn mbusu,
Sesei na ndaamba so.","Martin Rinkart, 1586-1649"
29,1:8:1,CAN 8:1,". Me kra, yi ɔsor hen ayɛw, 
Fa w' ayɛdze bra N' enyim;
Ɔapon wo, dze wo bɔn akyɛ w',
Woana mbɔ nyi No ayɛw?
Yi No ayɛw!
Yi bɛkyebo Hen ayɛw.","Henry Francis Lyte, 1796-1847"
30,1:8:2,CAN 8:2,". Yi N' ayɛw, Nadom na enyimpa 
Hwɛɛ egyanom ahohiam';
Yi No ayɛw, ɔnnsakyer da,
Ɔka enyim nyaa, ohyira ntsɛm:
Yi No ayɛw!
Nyimnyamfo wɔ nokwardzim'.","Henry Francis Lyte, 1796-1847"
31,1:8:3,CAN 8:3,". Ɔhwɛ hɛn, dze fir hɛn dɛ egya; 
Onyim hɛn mberɛwyɛ dodow;
Ɔma hɛn do dɔ mu ara,
Ɔgye hɛn atamfo nyina nsam',
Yi No ayɛw!
Dɛ mbrɛ N' adom pem mber nyina.","Henry Francis Lyte, 1796-1847"
32,1:9:1,CAN 9:1,". Wonyi Nyame Hen ayɛw! 
Wɔmfa ayɛyindwom mbrɛ N';
   N' ehumbɔbor tsim hɔ daa, 
   Osi pi yɛ nokwar daa.","Henry  Williams Baker, 1821-77."
33,1:9:2,CAN 9:2,". Wonyi N' ayɛw: ɔayὲ ewia, 
Dὲ ɔkɔ aprɔw daa daa nyina:
   N' ehumbɔbor tsim hɔ daa, 
   Osi pi yɛ nokwar daa.","Henry  Williams Baker, 1821-77."
34,1:9:3,CAN 9:3,". Na eso ɔayɛ bosoom, 
Ma odu anafua a ɔhyerɛn:
   N' ehumbɔbor tsim hɔ daa, 
   Osi pi yɛ nokwar daa.","Henry  Williams Baker, 1821-77."
35,1:9:4,CAN 9:4,". Wonhyira N' dὲ ɔtɔ nyankom, 
Ma ɔma edziban fifir:
   N' ehumbɔbor tsim hɔ daa, 
   Osi pi yɛ nokwar daa.","Henry  Williams Baker, 1821-77."
36,1:9:5,CAN 9:5,". Na ɔma asaase pa so 
Oyi no ndɔbaa ma hɛn:
   N' ehumbɔbor tsim hɔ daa, 
   Osi pi yɛ nokwar daa.","Henry  Williams Baker, 1821-77."
37,1:9:6,CAN 9:6,". Ɔama buber so aba, 
Ɔahyɛ hɛn asan mama:
   N' ehumbɔbor tsim hɔ daa, 
   Osi pi yɛ nokwar daa.","Henry  Williams Baker, 1821-77."
38,1:9:7,CAN 9:7,". Ɔama edziban a ɔsen dɛm, 
Daa daa dɛw ho ahobadze:
   N' ehumbɔbor tsim hɔ daa, 
   Osi pi yɛ nokwar daa.","Henry  Williams Baker, 1821-77."
39,1:9:8,CAN 9:8,". Enyimnyam nka, Hen dɔyɛfo 
Abɔdze nyina ntow enyimnyam,
      Enyimnyam nka Egya, nye Ba, 
      Nye Sunsum, Ebiasa Kor.   Amen.","Henry  Williams Baker, 1821-77."
40,1:10:1,CAN 10:1,". NYIMNYAN HEN, Asomdwee Hen,
Mobɔdɔ Wo;
Na dɔ no rommbɔ adze da,
Meserɛ Wo.
Ɔwo ama m' m'ebisadze,
Ɔwo etsie me;
Ɔwo hun mbrɛ mo bɔn tse,
Dze mo ho akyɛ m'.","George Herbert, 1593-1632"
41,1:10:2,CAN 10:2,". Medze me nyimdzee mapa
M'bɔtow Wo ndwom,
M'akoma m' ndzepa nyina
Medze bɛma W'.
Kaansa mo bɔn kaa m'tsiaa m' mpo a,
Esaan mo ho;
Wɔpraa ano guu mo do no,
Ɔwo 'tsiee me.","George Herbert, 1593-1632"
42,1:11:1,CAN 11:1,". Hɛn Nyame N' abɔdze nyina, 
Hom mma hom ndze do nye hɛn ntow
Alleluia, Alleluia!
Ewia hyeehyew, 'hyerɛn dɛ sika,
Bosoom nwinwin, 'tse dɛ dwetε,
      Yi N' ayɛw, yi N' ayɛw 
      Alleluia, Alleluia, Alleluia!",St. Francis of Asissi. 1182-1226;
43,1:11:2,CAN 11:2,". M-frama a itu ehum dzendzen, 
Esuwusiw a esen wimu,
Yi N' ayɛw, Alleluia!
Bosoom, fa enyigye yi N' ayɛw,
N-woraba, hom mbɔ hom ndzem'
      Yi N' ayɛw, yi N' ayɛw 
      Alleluia, Alleluia, Alleluia!",St. Francis of Asissi. 1182-1226;
44,1:11:3,CAN 11:3,". N-su krɔngyenn a erepem, 
Tow ndwom ma w' Ewuradze ntse,
Alleluia, Alleluia!
Ogya hurenhuren a eyɛ dzen,
'Wo a ema nyimpa hyew na kan,
     Yi N' ayɛw, yi N' ayɛw 
     Alleluia, Alleluia, Alleluia!",St. Francis of Asissi. 1182-1226;
45,1:11:4,CAN 11:4,". Asaase pa a Nyame ama 
Daa daa iyi siar ma ne mba,
Yi N' ayɛw, Alleluia!
Wo mu nhyiren nye nduaba so,
Womfifir nkyerɛ N' enyimnyam, 
    Yi N' ayɛw, yi N' ayɛw 
    Alleluia, Alleluia, Alleluia!",St. Francis of Asissi. 1182-1226;
46,1:11:5,CAN 11:5,". N-korɔfo a hom 'koma dwe nyina, 
Na hom dze bɔn kyɛ, hom so mbra,
Hom so ntow Alleluia!
Amandzehufo, 'werɛhofo,
Hom nyi N' ayɛw, mfa ne nyina nsoa N',
    Yi N' ayɛw, yi N' ayɛw 
    Alleluia, Alleluia, Alleluia!",St. Francis of Asissi. 1182-1226;
47,1:11:6,CAN 11:6,". Ao, Owu, yamuyiefo a edwe, 
'Wo a itwa hɛn owu ngyam do,
Yi N' ayɛw, Alleluia!
'Wo na 'dze Nyame mba kɔ fie,
Hɛn Wura Christ faa wo kwan n' mu:
   Yi N' ayɛw, yi N' ayɛw 
   Alleluia, Alleluia, Alleluia!",St. Francis of Asissi. 1182-1226;
48,1:12:1,CAN 12:1,". Krɔnkrɔn, krɔnkrɔn, krɔnkrɔn, Otumfo Nyankopɔn! 
Hɛn ndwom bɔfow edu Wo nkyɛn anapahema;
Krɔnkrɔn, krɔnkrɔn, krɔnkrɔn, mbɔbɔrhufo, tumfo,
Nyame Baasa Kor, Ɔkorsa siarfo!","Reginald Heber, 1783-1826."
49,1:12:2,CAN 12:2,". Krɔnkrɔn, krɔnkrɔn, krɔnkrɔn, ahotsewfo sɔr Wo, 
Wɔtow hɔn sika nhenkyɛw gu ahwehwɛ po n' ho;
Cherubim nye Seraphim twa hwe W' enyim ara,
'Wo a obi annyɛ Wo, na itsim hɔ daa.","Reginald Heber, 1783-1826."
50,1:12:3,CAN 12:3,". Krɔnkrɔn, krɔnkrɔn, krɔnkrɔn; sɛ sum dze  Wo suma, 
Na dasanyi a omuo hu W' enyim a ɔnnyɛ mpo a
Wo nko na yɛ krɔnkrɔn, obi nnka Wo ho bio,
Wo tum, Wo dɔ, Wo krɔnkrɔnyɛ dzi mu!","Reginald Heber, 1783-1826."
51,1:12:4,CAN 12:4,". Krɔnkrɔn, krɔnkrɔn, krɔnkrɔn, Otumfo Nyankopɔn! 
W' edwinsa beyi Wo dzin ayɛw wɔ mbea nyina;
Krɔnkrɔn, krɔnkrɔn, krɔnkrɔn, mbɔbɔrhufo, tumfo,
Nyame Baasa Kor, Ɔkorsa siarfo!   Amen.","Reginald Heber, 1783-1826."
52,1:13:1,CAN 13:1,". Ɔsor Egya a Wo dɔ kɛse n'
Abɔ werdam ama hɛn kra,
Abɔn yɛkotow W' egua enyim;
Wo bɔnfakyɛ dɔ n' fa dom hɛn.","Edward Cooper, 1770-1833."
53,1:13:2,CAN 13:2,". Ba Tumfo, Asɛm a ɔbrae, 
Hɛn Nkɔnhyɛnyi, Sɔfo, Pomfo,
Abɔn yɛkotow W' egua enyim;
Wo nkwagye adom n', fa dom hɛn.","Edward Cooper, 1770-1833."
54,1:13:3,CAN 13:3,". Sunsum Bɛkyebo a W' ahom ma 
Wɔgye kra fi bɔn nsa na wum',
Abɔn yɛkotow W' egua enyim;
Wo nkwahwea tum no, fa dom hɛn.","Edward Cooper, 1770-1833."
55,1:13:4,CAN 13:4,". Krɔnkrɔn mprɛnsa, Egya, Sunsum Ba; 
Nyametsir nwanwa, Ɔkorsa,
Abɔn yɛkotow W' egua enyim;
Adom, fafir, nkwa, fa dom hɛn.    Amen.","Edward Cooper, 1770-1833."
56,1:14:1,CAN 14:1,". Ewuradze nye mo Guanhwɛfo, 
Biribiara nnkehia m';
Ɔma meda mfunoma mu,
Ogya m' kɔ nsutaae ho.","William Whittingham, 1524-79 ; Francis Rous, 1579-1659."
57,1:14:2,CAN 14:2,". Ɔdze me kra san ba nkwam' bio, 
Na ɔma menantsew
Ne ndzeyɛtsenenee kwan no mu,
Wɔ Noara Ne dzin ntsi.","William Whittingham, 1524-79 ; Francis Rous, 1579-1659."
58,1:14:3,CAN 14:3,". Nyew, sɛ menam wu bɔnsam' a, 
Munnsuro mbusu biara;
Osiandɛ 'nye m' nam, Wo poma
Na W' abaw hyɛ me dzen.","William Whittingham, 1524-79 ; Francis Rous, 1579-1659."
59,1:14:4,CAN 14:4,". Mo pon so Ɔwo ewie to 
Wɔ m' atamfo enyim;
Edze seradze asera me tsirm';
Mo kuraba ebu do.","William Whittingham, 1524-79 ; Francis Rous, 1579-1659."
60,1:15:1,CAN 15:1,". Hwɛ, bɔw mpѐtsema hyɛnhyɛnn
Sosɔ nhaban do;
Ber, a wɔrehyѐrɛn, wɔkyѐrɛ
Dɛ, Nyame ye daa.",R.A.Ferguson.
61,1:15:2,CAN 15:2,". Hwɛ ''napa wi nsѐrɛmɛn,
Ͻsesa kwaa mu,
Dzinn, naaso wɔrekã
''Dɛ, Nyame ye daa.",R.A.Ferguson.
62,1:15:3,CAN 15:3,". Tsie koko n'' woraba,
No nko da hɔ no,
Eminim à ɔrobɔ n' kã
Dɛ, Nyame ye daa.",R.A.Ferguson.
63,1:15:4,CAN 15:4,". Dua no sor nhaban mu,
Mbrɛ suro bi nnyi n',
Nnoma rotow ndwom kyѐrɛ
Dɛ, Nyame ye daa.",R.A.Ferguson.
64,1:16:1,CAN 16:1,". Ayɛyi nka Ewuradze, Tumfo, abɔdze nyina hen; 
O me kra, yi N' ayɛw, Ɔno nye w' ahom na nkwagye;
Hom a hom tse,
Enuaam na nkyerɛbaa, hom mbra,
Hom ntonton No enyigye mu.","Joachim Neander, 1650-80"
65,1:16:2,CAN 16:2,". Ayɛyi nka Ewuradze a otu w' edwuma 
    mpon, weɔn wo,
Ampaara Ne yie nye N' adom ka wo do daa wɔ ha:
Dwen ho bio hwɛ
Dza Otumfo No tum yɛ,
Sɛ ɔdze No dɔ fa w' nyɛnko a.","Joachim Neander, 1650-80"
66,1:16:3,CAN 16:3,". Ayɛyi nka Ewuradze, ɔno a ehumtuber no mu, 
Ɔno na ber a abɔdze nyina etwa ayer wo no,
Ɔma wogyaa,
Begyabegyayɛ taa dzinn,
Ɔma ehum na po yɛ komm n'.","Joachim Neander, 1650-80"
67,1:16:4,CAN 16:4,". Ayɛyi nka Ewuradze, ɔno a ber a bɔn na sum agye, 
Ɔno na abosonsɔrfo dzi nyim mmbu papayɛ bi a
Ne kan hyerɛn,
Pam sum mu ewurkadze,
N' adom bɔ esiarfo ho ban.","Joachim Neander, 1650-80"
68,1:17:1,CAN 17:1,". Oyi nye Nyame a yɛsɔr No n', 
Hɛn Dɔfo pa a ɔnnsakyer da n',
No dɔ so dɛ No tum kɛse n',
Onnyi mbanano, nnyi ewiei.","Joseph Hart, 1712-68."
69,1:18:1,CAN 18:1,". Me Nyame, mbrɛ 'dua yɛ nwanwa a 
W' ahentum ne hyerɛn a!
Wo mbɔbɔrhu egua n' ne fɛw a
Wɔ kan a ɔhyerɛn mu!","Frederick William Faber, 1814-63."
70,1:18:2,CAN 18:2,". Wo mfe a ɔmmbɔ adze n' no hu a, 
Domankoma Ewuradze,
Esunsum wotwa hwe W' enyim
Tonton Wo daa nyina.","Frederick William Faber, 1814-63."
71,1:18:3,CAN 18:3,". Mbrɛ odua yɛ fɛw, yɛ fɛw a, 
Dɛ yebohu W' enyim
Wo nyansaa bun n', Wo tum kɛse n'
Nyame W' ahotsew nwanwa.","Frederick William Faber, 1814-63."
72,1:18:4,CAN 18:4,". Ao Nyame, mbrɛ misi suro Wo a, 
Suro a no mu dɔ,
Na medze ahopopo enyidar,
Nnuhu nyinsu som Wo!","Frederick William Faber, 1814-63."
73,1:18:5,CAN 18:5,". Ma mo so maadɔ W', Ewuradze, 
Ɔwo a 'yɛ Tumfo yi,
Abɔ Wo mu adze ebisa
M' akoma brɛfo no dɔ.","Frederick William Faber, 1814-63."
74,1:18:6,CAN 18:6,". Egya bi nnyɛ dɔ dɛ Ɔwo; 
Na bi nndwe dɛ Ɔwo,
Wonnyi abotar dɛ mbrɛ ewɔ n'
Emi babɔn yi ho.","Frederick William Faber, 1814-63."
75,1:19:1,CAN 19:1,". Ɔdɔ Hen nye mo Guanhwɛfo, 
N' ayamuyie mmpa ara da;
Meyɛ Nedze ma ɔyɛ medze aba,
Mirinnhia hweeara da.","Henry Williams Baker, 1821-77."
76,1:19:2,CAN 19:2,". Mbrɛ nkwa esutsen fi pem no, 
Hɔ na ogya me kra kɔ,
Ɔdze sor edziban nyɛn me
Wɔ mbrɛ m-funoma wɔ no.","Henry Williams Baker, 1821-77."
77,1:19:3,CAN 19:3,". M-ber pii na mikyiin bɔn mu, 
Na ɔdze dɔ hwehwɛɛ me;
Ɔdze me too Ne batsir do
Dze me baa fie edɛw mu.","Henry Williams Baker, 1821-77."
78,1:19:4,CAN 19:4,". Owu bɔnsam' munnsuro mbusu, 
Ber a, mo Wura, ebɛn me;
W' abaw na Wo poma hyɛ m' dzen,
Na Woara idzi m' enyim.","Henry Williams Baker, 1821-77."
79,1:19:5,CAN 19:5,". 'Wo na eto pon wɔ m' enyim; 
Ihue adom gu mo do;
Ao, enyigye bɛn na ofi
Wo kuraba mu bu do!","Henry Williams Baker, 1821-77."
80,1:20:1,CAN 20:1,". Minsi dɛn mondɔ me Nyame, 
Minsi dɛn nyi N' ayɛw?
Minsi dɛn nhu N' adom no war,
Ne trɛ, no krɔn, no bun?","Charles Wesley, 1707-88."
81,1:20:2,CAN 20:2,". W' adom tsen du obiara do, 
Na onnyi mbanano;
Ɔto adasamba nyina;
Ɔwɔ hɔ afebɔɔ.","Charles Wesley, 1707-88."
82,1:20:3,CAN 20:3,". Odu wiadze tɛtɛr nyina, 
Ne trɛ nnyi mbanano;
Ɔtrɛ ma onngya baako mpo,
N-kyɛ ɔpaa mo ho.","Charles Wesley, 1707-88."
83,1:20:4,CAN 20:4,". Mo mfom nyinii dur sorsor no; 
W' ehumbɔbɔr traa hɔ;
Christ no mu edoom me fakyɛ,
Fakyɛ a wɔnnto n' abaw.","Charles Wesley, 1707-88."
84,1:20:5,CAN 20:5,". Sor abɔfo bɛn botum akyerɛ 
Wo nkwagye dɔ n' no bun?
W' akyɛdze a onnyi kabea yi,
Ao, ma monsɔ monhwɛ.","Charles Wesley, 1707-88."
85,1:21:1,CAN 21:1,". Enyimnyam nye ntonton nka 
Wo, hɛn Hen Agyenkwa,
Ɔwo a mbofra ndze dɛɛdɛw,
Toow Hosanna maa Wo!","Theodulf of Orleans, c. 750-821;"
86,1:21:2,CAN 21:2,". Ɔwo nye Israel Hen, 
Ɔhen David ne Ba a
Enam Ewuradze dzin mu
Reba dɛ hɛn siar Hen.
	Enyimnyam nye¬—","Theodulf of Orleans, c. 750-821;"
87,1:21:3,CAN 21:3,". Abɔfo dɔm nyinara 
Kamfo Wo Nyame manm':
Nyimpa nye abɔdze nyina
Bɔ ose gye hɔn do.
	Enyimnyam nye¬—","Theodulf of Orleans, c. 750-821;"
88,1:21:4,CAN 21:4,". Hebrewman mu nkorɔfo dze 
Mberɛnkɔnson huaa Wo;
Hɛn so yɛdze ayɛyi
Nye mpaabɔ ba W' enyim.
	Enyimnyam nye¬—","Theodulf of Orleans, c. 750-821;"
89,1:21:5,CAN 21:5,". Irikehyia mbusu no, 
Wɔtoow ndwom yii W' ayɛw;
N- dɛ a wɔakrɔn Wo sor yi,
Hɛn so yehuhor Wo.
	Enyimnyam nye¬—","Theodulf of Orleans, c. 750-821;"
90,1:21:6,CAN 21:6,".  Egyee Jewfo ayɛyi; 
Gye hɛn so hɛn mpaabɔ,
Ɔhen dɔyɛfo, yamuyiefo a
Ndzepa nyina yɛ W' fɛw. 
 	Enyimnyam nye¬—","Theodulf of Orleans, c. 750-821;"
91,1:22:1,CAN 22:1,". Nkorɔfo nyina nhua Jesus dzin; 
Abɔfo nhwe No fam';
Wɔmfa ahenkyɛw no mbra mbɔsoa N',
Na wɔnhyɛ N' abɔso Hen.","Edward Perronet, 1726-92;"
92,1:22:2,CAN 22:2,". 'Sɛmpa n' ho atɔfo, hom nhua N' 
Wɔ N' afɔrmbukyia n' do;
Hom nhua nyia hom tsia N' anamɔnm'
Na hom nhyɛ N' abɔso Hen.","Edward Perronet, 1726-92;"
93,1:22:3,CAN 22:3,". Israel mbasantsen, hom a 
Woeyi hom asehwem',
Hom nhua nyia ɔdze N' adom gye hom n',
Na hom nhyɛ N' abɔso Hen.","Edward Perronet, 1726-92;"
94,1:22:4,CAN 22:4,". Bɔnyɛfo, mma hom werɛ mmfir 
Bɔwen na bɔwema n';
Hom mfa hom asadze nkɔ nkɛma N',
Na hom nhyɛ N' abɔso Hen.","Edward Perronet, 1726-92;"
95,1:22:5,CAN 22:5,". Ebusua na ngyirama nyina, 
Wontwa nhwehwe N' enyim;
Na hɔn nyina wɔntow ndwom nhua
Nyia wɔahyɛ N' abɔso Hen.","Edward Perronet, 1726-92;"
96,1:23:1,CAN 23:1,". Jesus dzin bɔ adze nyina do, 
Wɔ hɛll, nye ase, nye sor,
Abɔfo na nyimpa kotow n',
Na mbɔnsam fi enyim guan.","Charles Wesley, 1707-88."
97,1:23:2,CAN 23:2,". Jesus! dzin a ɔyɛ abɔn dɛw, 
Dzin a wɔdze akyɛ abɔn;
Ɔhotse hɔn suro nyina,
Na ɔdan hɔn hɛll yɛ heaven.","Charles Wesley, 1707-88."
98,1:23:3,CAN 23:3,". Jesus! otu adaduafo apo, 
Otsia abɔnsam tsir do;
Ɔdze tum hyɛ nyia onnyi ahom,
Na ɔma ewufo nkwa.","Charles Wesley, 1707-88."
99,1:23:4,CAN 23:4,". Ao, nkyɛ N' adom ahonya no 
Wiadze nyina aasɔ ahwɛ!
N-kyɛ No dɔ abaw n' bofua
Adasamba nyina.","Charles Wesley, 1707-88."
100,1:23:5,CAN 23:5,". Ne tsenenee na No nkwagye 
Na mobɔ no dawur,
M' edwuma nye dɛ mekam' dɛ,
Wɔnhwɛ Eguambaa no!","Charles Wesley, 1707-88."
101,1:24:1,CAN 24:1,". Eguambaa bi, nkwagye dzin bi, 
Enyidar bi nnyi sor anaa ase,
Fɔdzi nye fɛr ho guansumabew bi nnyi,
Dɛ Wo nkotoo.","Christina Georgina Rossetti, 1830-94."
102,1:24:2,CAN 24:2,". Me gyedzi suar, m' enyidar suar, 
M' akoma ne hia nye no mbusu nko
Na ɔbɔ mu dɛ senaman wɔ mo mu
Kekam' frɛ Wo.","Christina Georgina Rossetti, 1830-94."
103,1:25:1,CAN 25:1,". Mbrɛ Jesus ne dzin dua yɛ dɛw 
Wɔ gyedzinyi asom' a!
Otu ne ya, yɛ ne yar edur,
Na otu no suro nyina.","John Newton, 1725 -1807"
104,1:25:2,CAN 25:2,". Ɔbɔ sunsum a oepira esu, 
Na ɔdwe akoma a ɔahaw,
Edziban ma sunsum a kɔm dze n',
Ahomgye ma fonafo.","John Newton, 1725 -1807"
105,1:25:3,CAN 25:3,". Dzin pa! Botan a motow do, 
Me kyɛm na mo sumabew,
M' egyapadze a ɔmmpa da,
Adom na ɔahyɛ n' ma!","John Newton, 1725 -1807"
106,1:25:4,CAN 25:4,". Jesus, mo Guanhwɛfo, mo Nua 
Mo Sɔfoe na me Hen,
Mo Wura , mo Nkwa, mo Kwan, m' Ewiei,
Bra bɛgye m' ayɛyi.","John Newton, 1725 -1807"
107,1:25:5,CAN 25:5,". Mo mbɔdzembɔ ɔyɛ mberɛw, 
M' akoma yɛ wɔɔwɔw;
Na ber a m' bohu W' dɛ mbrɛ Ɔwo tse n',
M' beyi W' ayɛw dɛ mbrɛ ɔsɛ.","John Newton, 1725 -1807"
